ID,Name,FullName,Age,Height,Weight,PhotoUrl,Nationality,Overall,Potential,Growth,TotalStats,BaseStats,Positions,BestPosition,Club,NationalTeam,NationalPosition,NationalNumber,PreferredFoot,IntReputation,WeakFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,STRating,LWRating,LFRating,CFRating,RFRating,RWRating,CAMRating,LMRating,CMRating,RMRating,LWBRating,CDMRating,RWBRating,LBRating,CBRating,RBRating,GKRating
192041,N. Ara첬jo,N챕stor Ara첬jo,30,187,87,https://cdn.sofifa.net/players/192/041/23_60.png,Mexico,74,74,0,1668,370,"CB,RB",CB,Mexico,Mexico,SUB,2,Right,1,3,2,Low,Medium,64,41,56,58,74,77,32,35,75,75,36,53,44,45,69,67,60,67,36,68,60,57,66,68,88,39,65,72,30,43,54,71,73,75,73,7,8,13,6,9,57,52,54,54,54,52,57,57,63,57,67,73,67,69,74,69,16
240944,M. Estrada,Michael Estrada,26,187,78,https://cdn.sofifa.net/players/240/944/23_60.png,Ecuador,74,77,3,1654,368,ST,ST,Ecuador,Ecuador,SUB,11,Right,1,3,3,High,Low,78,72,51,70,24,73,28,78,78,68,70,73,30,41,51,70,77,78,71,65,52,69,71,54,82,65,76,16,75,51,66,60,14,23,17,14,9,8,8,6,76,67,70,70,70,67,70,66,61,66,46,48,46,44,46,44,17
244787,M. Havel,Milan Havel,27,183,77,https://cdn.sofifa.net/players/244/787/23_60.png,Czech Republic,74,74,0,1879,398,"LB,RB",LB,Czech Republic,Czech Republic,SUB,17,Right,1,3,2,High,High,67,51,66,68,72,74,74,52,74,69,53,67,51,45,64,69,68,67,70,73,69,51,77,78,71,47,77,74,66,65,44,69,69,72,71,10,9,9,13,11,65,66,65,65,65,66,68,70,70,70,74,73,74,74,74,74,20
243481,M. Pedersen,Marcus Holmgren Pedersen,22,183,76,https://cdn.sofifa.net/players/243/481/23_60.png,Norway,74,84,10,1871,412,RB,RWB,Norway,Norway,RB,22,Right,1,4,3,High,Medium,89,48,68,71,66,70,75,48,38,68,46,73,66,44,69,67,88,90,82,65,75,51,65,87,68,42,55,66,61,68,53,63,68,70,71,10,7,9,15,11,61,69,65,65,65,69,69,73,69,73,75,70,75,74,67,74,19
228151,J. Cullen,Josh Cullen,26,175,70,https://cdn.sofifa.net/players/228/151/23_60.png,Republic of Ireland,74,77,3,1975,417,"CM,CDM",CM,Republic of Ireland,Republic of Ireland,CM,6,Right,1,3,3,Medium,High,68,60,74,72,71,72,73,55,60,79,48,69,63,55,75,74,71,65,72,74,78,68,70,87,65,68,71,73,61,71,58,70,73,73,70,9,12,15,11,9,67,69,68,68,68,69,73,73,76,73,76,76,76,75,73,75,20
199231,Kim Tae Hwan,Tae Hwan Kim,32,177,72,https://cdn.sofifa.net/players/199/231/23_60.png,Korea Republic,74,74,0,1970,423,"RB,RWB",RB,Korea Republic,Korea Republic,RB,23,Right,1,3,3,High,Medium,86,58,60,70,68,81,68,55,62,64,53,68,60,50,59,69,86,86,86,72,78,63,76,83,78,56,85,69,70,50,56,58,68,69,73,12,10,16,9,11,69,68,66,66,66,68,67,71,67,71,74,71,74,74,73,74,20
243007,L. Masopust,Luk찼큄 Masopust,29,179,76,https://cdn.sofifa.net/players/243/007/23_60.png,Czech Republic,74,74,0,2007,433,"RM,RB",RM,Czech Republic,Czech Republic,RM,12,Right,1,4,3,High,High,84,64,68,74,68,75,72,63,68,70,64,72,62,59,65,74,85,83,82,73,78,69,68,75,76,62,76,71,73,65,61,70,66,68,67,7,7,6,10,10,73,72,71,71,71,72,73,74,72,74,74,72,74,74,72,74,17
199236,Hong Chul,Chul Hong,31,177,70,https://cdn.sofifa.net/players/199/236/23_60.png,Korea Republic,74,74,0,2008,420,"LB,LM",LB,Korea Republic,Korea Republic,SUB,14,Left,1,3,3,High,Medium,85,52,69,72,67,75,76,38,56,68,51,70,74,73,65,69,84,86,86,68,83,69,82,87,72,62,68,67,72,63,56,67,68,68,70,11,11,13,7,15,65,69,67,67,67,69,69,72,70,72,74,71,74,74,70,74,19
224836,V. Milinkovi훶-Savi훶,Vanja Milinkovi훶-Savi훶,25,202,90,https://cdn.sofifa.net/players/224/836/23_60.png,Serbia,74,78,4,1336,414,GK,GK,Serbia,Serbia,SUB,23,Right,1,3,1,Medium,Medium,73,71,78,75,43,74,18,20,12,31,16,15,55,59,30,18,41,45,38,67,38,59,58,33,73,45,34,21,12,58,24,65,11,15,19,73,71,78,74,75,33,29,31,31,31,29,34,31,34,31,29,31,29,28,30,28,75
193849,C. Hourihane,Conor Hourihane,31,180,62,https://cdn.sofifa.net/players/193/849/23_60.png,Republic of Ireland,74,74,0,2012,410,"CM,CDM",CM,Republic of Ireland,Republic of Ireland,SUB,8,Left,1,2,3,Medium,Medium,55,70,76,70,66,73,74,68,57,77,60,65,74,78,74,74,60,50,77,75,76,71,74,84,67,77,75,70,68,76,64,68,60,72,64,9,16,11,6,9,69,70,70,70,70,70,74,72,74,72,72,74,72,71,70,71,19
213317,Kim Jin Su,Jin Su Kim,30,177,73,https://cdn.sofifa.net/players/213/317/23_60.png,Korea Republic,74,74,0,1918,410,"LB,LWB",LB,Korea Republic,Korea Republic,LB,3,Left,1,3,3,Medium,Medium,83,50,67,70,69,71,75,43,58,67,43,71,66,67,62,65,84,82,82,66,79,56,69,82,68,58,64,72,69,64,49,63,66,72,71,14,6,12,9,7,64,68,65,65,65,68,68,71,69,71,74,70,74,74,70,74,17
239861,A. Hassan,Abdelkarim Hassan,28,185,81,https://cdn.sofifa.net/players/239/861/23_60.png,Qatar,73,73,0,1962,427,"LWB,LB,CB",LWB,Qatar,Qatar,CB,3,Left,1,3,2,High,High,76,67,68,66,68,82,74,57,67,68,59,66,61,60,67,69,69,81,57,67,62,86,71,84,81,77,84,66,71,64,45,67,67,69,68,14,11,8,6,6,71,68,69,69,69,68,69,71,70,71,73,72,73,73,72,73,18
258781,I. Zabarnyi,Illia Zabarnyi,19,186,81,https://cdn.sofifa.net/players/258/781/23_60.png,Ukraine,73,83,10,1681,363,CB,CB,Ukraine,Ukraine,CB,13,Right,1,2,2,Medium,Medium,66,36,56,58,74,73,56,33,73,71,29,52,34,38,67,59,63,68,66,72,68,45,77,74,75,34,66,74,35,32,40,65,75,74,72,14,11,10,11,13,54,53,51,51,51,53,55,58,61,58,70,71,70,72,74,72,21
194017,A. Weimann,Andreas Weimann,30,178,76,https://cdn.sofifa.net/players/194/017/23_60.png,Austria,73,73,0,1910,406,"ST,LM",ST,Austria,Austria,SUB,25,Right,1,3,3,High,High,82,72,64,71,45,72,60,74,69,67,69,71,68,64,54,71,83,81,77,73,68,74,60,87,65,68,74,52,75,70,67,64,40,41,34,11,9,16,12,6,73,72,73,73,73,72,73,73,69,73,63,61,63,61,57,61,19
190697,S. Strandberg,Stefan Strandberg,31,189,80,https://cdn.sofifa.net/players/190/697/23_60.png,Norway,73,73,0,1678,358,CB,CB,Norway,Norway,SUB,4,Right,1,3,2,Medium,High,55,42,54,58,73,76,36,36,76,66,34,52,32,54,66,63,53,56,52,74,61,63,75,61,86,35,69,71,41,46,51,67,75,73,66,7,12,9,14,13,58,52,54,54,54,52,56,56,62,56,64,70,64,66,73,66,20
268778,K. Boudiaf,Karim Boudiaf,31,190,85,https://cdn.sofifa.net/players/268/778/23_60.png,Qatar,73,73,0,1884,399,"CM,CDM",CM,Qatar,Qatar,CM,12,Right,1,3,3,Medium,Medium,52,63,72,70,67,75,65,62,66,76,54,70,73,53,77,75,50,53,62,71,58,69,72,79,78,69,62,66,57,75,40,74,68,67,64,10,6,11,13,13,68,66,67,67,67,66,71,70,73,70,70,73,70,69,70,69,19
216811,K. Waston,Kendall Waston,34,196,88,https://cdn.sofifa.net/players/216/811/23_60.png,Costa Rica,73,73,0,1471,323,CB,CB,Costa Rica,Costa Rica,SUB,19,Right,1,2,2,Medium,High,47,30,48,45,71,82,28,30,74,68,21,37,21,26,63,56,39,53,32,65,31,37,81,58,92,23,85,75,39,35,39,65,68,71,70,13,14,14,6,7,50,43,46,46,46,43,49,49,57,49,61,69,61,64,73,64,18
247279,L. Dykes,Lyndon Dykes,26,188,84,https://cdn.sofifa.net/players/247/279/23_60.png,Scotland,73,74,1,1733,369,ST,ST,Scotland,Scotland,ST,9,Right,1,3,2,High,Medium,67,72,52,66,30,82,34,71,83,64,67,65,47,42,52,69,65,68,62,71,66,78,79,76,86,67,81,18,75,54,74,64,24,27,23,10,5,9,11,10,74,64,68,68,68,64,67,65,62,65,49,51,49,48,50,48,18
226035,J. Morris,Jordan Morris,27,183,84,https://cdn.sofifa.net/players/226/035/23_60.png,United States,73,73,0,1899,415,"LW,ST",ST,United States,United States,SUB,16,Right,2,2,3,High,High,85,71,67,74,38,80,60,71,69,75,61,75,48,53,70,75,82,87,79,65,71,82,85,68,85,61,79,32,75,66,72,68,42,30,27,15,9,8,14,8,73,73,73,73,73,73,73,73,69,73,58,59,58,56,55,56,19
236537,G. Arteaga,Gerardo Arteaga,23,174,65,https://cdn.sofifa.net/players/236/537/23_60.png,Mexico,73,80,7,1862,406,LB,LWB,Mexico,Mexico,SUB,6,Left,1,3,4,High,High,81,53,67,71,69,65,72,53,61,73,37,72,71,38,67,69,82,81,81,63,76,58,72,78,58,48,64,68,70,58,46,62,66,73,71,9,5,10,5,7,66,69,66,66,66,69,69,72,69,72,74,71,74,73,69,73,15
246006,C. Devlin,Cameron Devlin,24,176,78,https://cdn.sofifa.net/players/246/006/23_60.png,Australia,73,78,5,1876,404,CDM,CDM,Australia,Australia,SUB,17,Right,1,3,2,Medium,High,70,55,66,71,68,74,60,58,51,73,48,68,50,53,66,72,73,68,78,71,86,52,60,90,62,52,86,69,66,66,46,71,69,71,67,14,7,6,12,6,65,67,66,66,66,67,70,71,72,71,73,74,73,72,70,72,18
244472,J. Cajuste,Jens-Lys Cajuste,22,188,77,https://cdn.sofifa.net/players/244/472/23_60.png,Sweden,73,80,7,1926,423,"CM,CDM",CM,Sweden,Sweden,CM,8,Right,1,4,3,Medium,Medium,75,58,69,75,69,77,58,57,66,75,50,74,64,44,73,76,70,79,77,70,74,66,61,80,78,56,73,71,69,72,45,71,67,73,65,6,12,12,6,7,70,70,70,70,70,70,73,73,75,73,73,75,73,72,73,72,17
253177,Y. Musah,Yunus Musah,19,177,73,https://cdn.sofifa.net/players/253/177/23_60.png,United States,73,83,10,1991,437,"CM,RM,LM",CAM,United States,United States,SUB,6,Right,1,3,4,High,Medium,87,70,70,77,65,68,66,68,54,78,55,82,68,60,69,75,87,87,75,72,66,77,64,75,69,73,59,70,75,66,60,70,66,65,59,15,6,14,6,10,75,76,75,75,75,76,77,77,75,77,74,72,74,72,68,72,18
224763,K. Bielik,Krystian Bielik,24,189,78,https://cdn.sofifa.net/players/224/763/23_60.png,Poland,73,77,4,1787,387,"CDM,CB",CDM,Poland,Poland,RES,6,Right,1,3,3,Medium,High,59,45,66,71,72,74,49,33,70,73,46,73,48,45,74,73,54,63,65,68,48,62,65,65,79,52,73,73,59,72,42,77,73,72,68,15,7,12,8,8,62,62,63,63,63,62,68,66,72,66,69,74,69,69,74,69,18
232081,R. Laryea,Richie Laryea,27,175,70,https://cdn.sofifa.net/players/232/081/23_60.png,Canada,73,74,1,1911,421,"RB,LB,RM",RB,Canada,Canada,SUB,22,Right,1,4,4,High,High,83,60,67,72,67,72,77,60,51,69,38,71,58,49,62,71,82,83,79,68,68,66,70,85,65,57,74,62,69,62,57,75,75,69,65,8,8,9,12,12,68,70,68,68,68,70,70,73,69,73,74,71,74,73,69,73,18
208522,H. Magn첬sson,H철r챨ur Magn첬sson,29,191,84,https://cdn.sofifa.net/players/208/522/23_60.png,Iceland,73,74,1,1805,396,"CB,LB",CB,Iceland,Iceland,LB,23,Left,1,2,2,Medium,High,69,50,68,61,74,74,67,45,72,72,33,64,71,61,76,57,63,74,52,73,55,67,72,72,77,58,70,74,24,55,39,67,76,74,72,10,5,5,10,10,59,59,57,57,57,59,61,63,66,63,72,73,72,73,74,73,18
261084,B. Dieng,Bamba Dieng,21,178,72,https://cdn.sofifa.net/players/261/084/23_60.png,Senegal,73,80,7,1774,372,ST,ST,Senegal,Senegal,SUB,20,Right,1,3,3,High,Medium,80,74,60,70,33,55,62,72,73,63,74,68,54,55,47,74,77,82,67,69,71,85,74,59,57,68,42,32,72,64,73,69,24,31,27,10,14,11,8,15,74,70,71,71,71,70,70,70,63,70,55,50,55,53,47,53,20
244349,J. V찼squez,Johan V찼squez,23,185,72,https://cdn.sofifa.net/players/244/349/23_60.png,Mexico,73,82,9,1664,360,"CB,LB",CB,Mexico,Mexico,RES,5,Left,1,2,2,Medium,High,65,32,57,57,74,75,62,30,73,63,28,50,40,40,60,64,63,67,51,70,64,38,69,77,73,25,77,75,40,47,45,69,74,75,74,9,12,7,12,10,53,53,52,52,52,53,55,59,61,59,71,71,71,73,75,73,19
234205,H. Ito,Hiroki Ito,23,188,78,https://cdn.sofifa.net/players/234/205/23_60.png,Japan,73,78,5,1891,419,"CB,CDM",CDM,Japan,Japan,SUB,26,Left,1,3,2,Medium,Medium,84,55,66,67,74,73,64,49,69,71,42,64,45,45,74,71,81,86,69,73,62,68,68,69,76,60,71,74,55,63,47,70,77,74,71,13,10,10,10,10,67,66,66,66,66,66,68,70,70,70,74,75,74,75,75,75,20
211378,J. Irvine,Jackson Irvine,29,189,70,https://cdn.sofifa.net/players/211/378/23_60.png,Australia,73,73,0,1973,421,"CM,CDM",CM,Australia,Australia,CDM,22,Right,1,3,3,Medium,Medium,65,70,70,70,70,76,62,71,74,75,62,70,64,58,67,75,64,65,58,72,58,75,80,80,75,68,72,69,71,75,57,71,68,71,66,7,13,11,9,11,73,70,72,72,72,70,73,73,73,73,72,73,72,72,73,72,19
236758,O. Christensen,Oliver Christensen,23,190,82,https://cdn.sofifa.net/players/236/758/23_60.png,Denmark,73,79,6,1150,406,GK,GK,Denmark,Denmark,SUB,16,Right,1,2,1,Medium,Medium,77,71,68,79,44,67,10,5,9,47,5,16,16,11,44,19,45,43,33,63,34,51,64,42,64,6,32,13,6,62,10,47,14,13,11,77,71,68,67,79,28,26,29,29,29,26,35,33,37,33,28,34,28,27,28,27,74
221610,D. Dibusz,D챕nes Dibusz,31,188,81,https://cdn.sofifa.net/players/221/610/23_60.png,Hungary,73,73,0,986,383,GK,GK,Hungary,Hungary,SUB,12,Right,2,3,1,Medium,Medium,73,72,70,77,23,68,14,15,18,23,16,16,14,19,22,20,27,20,21,67,21,53,34,19,36,17,20,19,13,18,19,65,12,15,18,73,72,70,68,77,28,22,24,24,24,22,24,24,25,24,24,25,24,24,24,24,73
241778,B. Benoun,Badr Benoun,28,188,85,https://cdn.sofifa.net/players/241/778/23_60.png,Morocco,73,74,1,1710,374,"CB,CDM",CB,Morocco,Morocco,SUB,24,Right,1,3,2,Medium,Medium,67,40,61,60,73,73,40,39,79,77,25,59,48,39,73,66,63,70,43,68,57,53,65,63,78,29,76,70,40,54,58,68,72,77,67,12,13,12,10,15,59,56,57,57,57,56,61,61,66,61,68,73,68,69,74,69,21
238227,K. Diatta,Kr챕pin Diatta,23,175,69,https://cdn.sofifa.net/players/238/227/23_60.png,Senegal,73,80,7,1934,415,RW,RM,Senegal,Senegal,SUB,15,Right,1,4,4,High,Medium,91,69,66,76,46,67,66,68,60,67,68,76,62,58,63,72,90,91,89,70,76,73,90,83,61,72,57,48,65,69,59,70,55,32,42,10,8,11,11,12,72,73,72,72,72,73,74,75,69,75,65,60,65,63,56,63,19
229528,M. Matvienko,Mykola Matvienko,26,182,74,https://cdn.sofifa.net/players/229/528/23_60.png,Ukraine,73,78,5,1820,404,"CB,LB",CB,Ukraine,Ukraine,CB,22,Left,1,3,2,High,Medium,76,48,65,68,73,74,66,40,72,75,37,68,42,23,71,66,75,76,71,69,69,73,72,74,75,44,70,69,60,60,35,72,72,76,75,10,10,5,9,11,65,64,64,64,64,64,67,69,69,69,74,73,74,74,75,74,18
238490,I. Chair,Ilias Chair,24,164,64,https://cdn.sofifa.net/players/238/490/23_60.png,Morocco,73,78,5,1736,366,"CAM,CM",CAM,Morocco,Morocco,SUB,13,Right,1,2,3,High,Medium,76,67,69,75,31,48,62,66,40,73,54,73,64,61,69,73,76,76,88,70,91,72,45,74,41,73,33,22,69,74,52,62,34,34,22,11,15,10,6,13,68,72,71,71,71,72,75,73,70,73,56,53,56,52,41,52,20
233885,E. C철mert,Eray C철mert,24,183,80,https://cdn.sofifa.net/players/233/885/23_60.png,Switzerland,73,79,6,1805,387,CB,CB,Switzerland,Switzerland,SUB,18,Right,1,4,2,Medium,Medium,74,49,60,56,72,76,46,30,70,69,36,41,48,59,65,69,71,76,69,70,67,76,85,72,80,70,70,73,33,56,55,63,72,73,72,6,8,5,7,6,59,55,56,56,56,55,60,59,65,59,69,72,69,71,75,71,16
201888,V. Berisha,Veton Berisha,28,175,75,https://cdn.sofifa.net/players/201/888/23_60.png,Norway,73,73,0,1961,417,ST,ST,Norway,Norway,RES,23,Right,1,3,3,High,Medium,83,73,65,71,40,85,60,74,66,68,64,69,64,44,65,71,84,83,75,67,91,76,90,90,84,67,82,44,75,70,74,71,34,38,33,13,14,12,11,9,73,71,72,72,72,71,73,73,69,73,61,61,61,59,57,59,20
221354,M. Veljkovi훶,Milo큄 Veljkovi훶,26,188,85,https://cdn.sofifa.net/players/221/354/23_60.png,Serbia,73,75,2,1612,340,CB,CB,Serbia,Serbia,CB,5,Right,1,3,2,Medium,Medium,48,33,53,59,74,73,43,27,76,67,30,51,31,24,62,66,52,45,58,75,64,45,83,67,78,31,67,74,37,44,37,73,71,75,73,15,7,15,11,11,53,51,51,51,51,51,55,56,61,56,67,71,67,68,75,68,20
233642,A. La챦douni,A챦ssa La챦douni,25,183,81,https://cdn.sofifa.net/players/233/642/23_60.png,Tunisia,73,78,5,1902,409,"CM,CDM",CM,Tunisia,Tunisia,CM,14,Right,1,2,3,Medium,Medium,61,62,69,74,66,77,58,67,71,76,33,74,51,44,73,76,66,57,70,66,71,58,64,89,72,59,76,72,74,75,62,81,66,62,59,10,11,13,14,13,70,70,70,70,70,70,74,73,75,73,71,74,71,69,70,69,20
232148,D. Sall처i,D찼niel Sall처i,25,185,68,https://cdn.sofifa.net/players/232/148/23_60.png,Hungary,73,73,0,1850,397,"LW,ST",CF,Hungary,Hungary,SUB,11,Right,1,3,3,High,Medium,75,75,68,73,36,70,68,75,60,71,68,72,69,55,63,75,76,75,72,75,67,77,59,80,66,74,68,27,77,70,69,71,38,36,28,11,6,6,8,9,73,73,73,73,73,73,73,73,70,73,60,58,60,56,51,56,18
253354,H. Gal챠ndez,Hern찼n Gal챠ndez,35,189,90,https://cdn.sofifa.net/players/253/354/23_60.png,Ecuador,73,73,0,1111,392,GK,GK,Ecuador,Ecuador,SUB,1,Right,1,2,1,Medium,Medium,73,70,68,73,31,77,11,15,11,22,10,13,14,13,33,21,33,30,38,68,28,51,54,28,76,13,23,26,18,42,20,51,14,11,14,73,70,68,77,73,30,24,27,27,27,24,29,27,30,27,26,30,26,25,28,25,73
225974,S. McKenna,Scott McKenna,25,189,80,https://cdn.sofifa.net/players/225/974/23_60.png,Scotland,73,78,5,1536,340,CB,CB,Scotland,Scotland,SUB,25,Left,1,3,2,Medium,High,57,33,46,49,72,83,41,22,74,58,26,45,28,31,53,52,53,60,34,68,61,62,82,71,88,32,85,70,16,31,36,58,73,72,68,11,7,11,6,9,49,43,44,44,44,43,46,49,53,49,64,67,64,66,75,66,17
198331,M. Vydra,Mat휎j Vydra,30,180,71,https://cdn.sofifa.net/players/198/331/23_60.png,Czech Republic,73,73,0,1915,398,"CF,ST",CF,Czech Republic,Czech Republic,RES,20,Right,1,4,3,Medium,Medium,80,73,68,74,36,67,65,70,63,71,74,73,73,64,63,74,82,78,79,72,77,77,76,74,68,71,53,31,76,70,78,71,40,28,34,10,11,12,13,15,73,73,73,73,73,73,73,73,69,73,59,56,59,57,51,57,21
243133,J. Scally,Joe Scally,19,184,80,https://cdn.sofifa.net/players/243/133/23_60.png,United States,73,84,11,1830,401,"RB,LB",RB,United States,United States,RES,26,Right,1,3,3,High,Medium,81,47,64,71,69,69,76,43,61,67,45,71,60,44,58,69,83,79,79,66,77,52,60,73,67,49,69,67,57,58,39,59,67,73,72,12,7,10,10,10,62,66,63,63,63,66,66,70,66,70,73,69,73,73,70,73,18
213697,P. McNair,Paddy McNair,27,183,72,https://cdn.sofifa.net/players/213/697/23_60.png,Northern Ireland,73,76,3,1945,408,"CB,CDM,CM",CB,Northern Ireland,Northern Ireland,CB,17,Right,1,3,3,Medium,High,62,62,67,68,73,76,67,58,71,69,45,68,66,61,67,69,62,62,62,72,63,69,80,81,74,68,76,72,59,64,65,68,74,74,72,14,8,11,8,14,67,65,66,66,66,65,68,69,71,69,73,74,73,73,75,73,20
226508,G. Taylor,Greg Taylor,24,170,68,https://cdn.sofifa.net/players/226/508/23_60.png,Scotland,73,78,5,1891,399,LWB,LWB,Scotland,Scotland,SUB,15,Left,1,3,2,High,High,72,49,70,70,68,70,70,43,53,73,43,67,66,58,66,70,71,73,76,66,80,60,71,80,64,49,71,70,55,70,59,72,69,71,70,9,14,13,12,9,61,65,63,63,63,65,68,69,70,69,73,72,73,72,70,72,19
209620,B. Rahman,Baba Rahman,27,180,72,https://cdn.sofifa.net/players/209/620/23_60.png,Ghana,73,73,0,1877,405,LB,LB,Ghana,Ghana,LB,17,Left,1,4,3,Medium,Medium,75,55,67,70,68,70,71,52,65,72,41,70,72,43,65,69,74,76,68,74,71,68,71,76,68,54,67,68,64,60,42,66,69,69,68,12,11,6,11,10,67,67,66,66,66,67,69,71,69,71,73,71,73,73,71,73,20
254840,S. Pavlovi훶,Strahinja Pavlovi훶,21,194,84,https://cdn.sofifa.net/players/254/840/23_60.png,Serbia,73,84,11,1612,363,CB,CB,Serbia,Serbia,CB,2,Left,1,3,2,High,Medium,59,43,51,62,73,75,53,43,72,63,25,63,39,38,58,69,53,64,37,70,38,56,59,63,84,36,72,73,34,31,43,70,72,75,72,12,14,8,10,13,58,54,54,54,54,54,55,59,59,59,68,70,68,70,75,70,20
215911,A. Hatem,Abdulaziz Hatem,31,182,76,https://cdn.sofifa.net/players/215/911/23_60.png,Qatar,73,73,0,1929,407,"CM,CDM",CM,Qatar,Qatar,CM,6,Left,1,5,3,High,Medium,61,69,72,70,64,71,71,66,64,75,60,68,68,53,74,73,59,63,68,74,65,75,70,79,73,78,58,66,69,72,44,69,61,67,60,15,10,13,10,8,71,70,70,70,70,70,73,72,73,72,71,72,71,69,68,69,20
228383,K. Grabara,Kamil Grabara,23,195,85,https://cdn.sofifa.net/players/228/383/23_60.png,Poland,73,79,6,1248,406,GK,GK,Poland,Poland,RES,22,Right,1,3,1,Medium,Medium,75,72,69,74,42,74,15,14,21,41,12,18,18,20,40,28,42,42,44,63,45,52,50,36,68,15,33,22,14,52,20,52,24,18,17,75,72,69,74,74,33,29,31,31,31,29,36,34,37,34,31,36,31,31,33,31,74
235813,R. Marin,R훱zvan Marin,26,178,75,https://cdn.sofifa.net/players/235/813/23_60.png,Romania,73,75,2,2023,418,CM,CAM,Romania,Romania,CDM,18,Right,1,4,4,Medium,Medium,68,73,76,73,61,67,74,67,55,77,73,73,78,74,77,74,69,67,74,68,71,82,71,82,57,78,71,67,68,74,76,71,60,61,58,11,14,6,8,8,71,72,72,72,72,72,75,75,75,75,71,71,71,69,65,69,18
206114,K. Olsson,Kristoffer Olsson,27,181,69,https://cdn.sofifa.net/players/206/114/23_60.png,Sweden,73,73,0,1940,408,"CM,CDM",CM,Sweden,Sweden,SUB,20,Right,1,3,4,High,Medium,68,61,74,74,67,64,67,59,55,79,51,72,70,67,72,76,67,68,85,72,70,67,69,78,54,64,69,70,69,74,50,73,68,70,65,10,6,9,11,7,68,71,70,70,70,71,73,73,73,73,73,73,73,72,69,72,18
245021,M. Ndiaye,Mamadou Loum Ndiaye,25,188,80,https://cdn.sofifa.net/players/245/021/23_60.png,Senegal,73,80,7,1741,369,"CDM,CM",CB,Senegal,Senegal,SUB,24,Right,1,2,2,Medium,High,43,53,60,61,72,80,42,40,69,74,38,61,50,42,67,66,42,44,49,70,42,78,75,75,81,63,85,73,50,57,47,72,71,75,66,11,13,11,8,6,61,56,59,59,59,56,62,60,68,60,67,74,67,67,75,67,18
232477,S. Al Ghannam,Sultan Al Ghannam,28,173,62,https://cdn.sofifa.net/players/232/477/23_60.png,Saudi Arabia,73,73,0,1939,419,RB,RB,Saudi Arabia,Saudi Arabia,SUB,2,Right,1,4,3,High,High,81,59,70,72,66,71,77,58,58,71,56,72,70,45,66,70,80,81,75,69,82,65,56,86,65,57,69,68,68,69,52,67,66,69,65,9,15,10,8,12,68,71,69,69,69,71,71,73,72,73,73,71,73,73,69,73,19
211221,M. Boyle,Martin Boyle,29,172,70,https://cdn.sofifa.net/players/211/221/23_60.png,Australia,73,73,0,1895,411,RM,RM,Australia,Australia,RM,6,Right,1,3,3,High,Medium,92,70,61,73,49,66,68,71,51,63,61,75,57,54,50,69,93,91,83,68,78,75,66,85,57,66,63,36,71,59,72,62,53,54,47,14,10,13,15,7,72,72,71,71,71,72,71,73,65,73,66,59,66,64,56,64,20
222227,P. Berg,Patrick Berg,24,178,76,https://cdn.sofifa.net/players/222/227/23_60.png,Norway,73,77,4,1961,419,"CDM,CM",CM,Norway,Norway,SUB,6,Right,1,2,3,Medium,High,71,61,72,71,68,76,66,57,52,74,52,69,66,63,73,73,70,71,70,70,77,67,63,88,75,64,65,71,67,75,58,75,70,71,65,14,11,16,10,8,67,69,69,69,69,69,72,73,75,73,74,74,74,72,70,72,20
240913,C. Kelleher,Caoimhin Kelleher,23,188,74,https://cdn.sofifa.net/players/240/913/23_60.png,Republic of Ireland,73,80,7,1152,405,GK,GK,Republic of Ireland,Republic of Ireland,SUB,16,Right,1,3,1,Medium,Medium,72,71,74,76,42,70,13,6,13,38,9,18,12,11,40,22,45,39,44,69,48,56,68,19,60,8,21,12,4,42,30,63,18,10,14,72,71,74,70,76,29,26,28,28,28,26,32,30,32,30,26,30,26,26,27,26,74
238097,Na Sang Ho,Sang Ho Na,25,173,70,https://cdn.sofifa.net/players/238/097/23_60.png,Korea Republic,73,74,1,1831,395,"RW,ST",RW,Korea Republic,Korea Republic,SUB,17,Right,1,4,3,High,Low,88,68,61,74,33,71,70,72,62,64,53,77,55,44,53,66,86,89,85,75,77,68,80,83,68,63,61,32,76,59,67,59,31,26,36,15,7,7,15,9,73,73,72,72,72,73,71,74,64,74,60,53,60,57,50,57,20
197136,K. Ansarifard,Karim Ansarifard,32,186,71,https://cdn.sofifa.net/players/197/136/23_60.png,Iran,73,73,0,1988,419,"CAM,CM,ST",ST,Iran,Iran,SUB,10,Right,1,4,3,High,Medium,76,78,67,71,53,74,59,79,78,75,75,72,68,56,63,69,73,79,72,73,69,82,74,73,78,73,66,59,80,68,75,75,38,56,48,8,14,9,15,12,73,72,73,73,73,72,73,73,72,73,65,65,65,64,63,64,21
